1729289421.795199 server started (20998): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1729289421.795236 on Linux 6.11.0-8-generic #8-Ubuntu SMP PREEMPT_DYNAMIC Mon Sep 16 13:41:20 UTC 2024
1729289421.795247 using libevent 2.1.12-stable poll
1729289421.795251 using ncurses 6.5 20240427
1729289421.820187 new key \033[1;5H: 0x20000010e1a3 (C-Home)
1729289421.820188 new key \033[1;6H: 0x60000010e1a3 (C-S-Home)
1729289421.820189 new key \033[1;7H: 0x830000010e1a3 (C-M-Home[I])
1729289421.820190 new key \033[1;8H: 0x870000010e1a3 (C-M-S-Home[I])
1729289421.820191 new key \033[1;9H: 0x810000010e1a3 (M-Home[I])
1729289421.820192 new key \033[1;2F: 0x40000010e1a4 (S-End)
1729289421.820193 new key \033[1;3F: 0x810000010e1a4 (M-End[I])
1729289421.820194 new key \033[1;4F: 0x850000010e1a4 (M-S-End[I])
1729289421.820195 new key \033[1;5F: 0x20000010e1a4 (C-End)
1729289421.820196 new key \033[1;6F: 0x60000010e1a4 (C-S-End)
1729289421.820197 new key \033[1;7F: 0x830000010e1a4 (C-M-End[I])
1729289421.820198 new key \033[1;8F: 0x870000010e1a4 (C-M-S-End[I])
1729289421.820199 new key \033[1;9F: 0x810000010e1a4 (M-End[I])
1729289421.820200 new key \033[5;2~: 0x40000010e1a6 (S-PPage)
1729289421.820201 new key \033[5;3~: 0x810000010e1a6 (M-PPage[I])
1729289421.820202 new key \033[5;4~: 0x850000010e1a6 (M-S-PPage[I])
1729289421.820203 new key \033[5;5~: 0x20000010e1a6 (C-PPage)
1729289421.820204 new key \033[5;6~: 0x60000010e1a6 (C-S-PPage)
1729289421.820205 new key \033[5;7~: 0x830000010e1a6 (C-M-PPage[I])
1729289421.820206 new key \033[5;8~: 0x870000010e1a6 (C-M-S-PPage[I])
1729289421.820208 new key \033[5;9~: 0x810000010e1a6 (M-PPage[I])
1729289421.820209 new key \033[6;2~: 0x40000010e1a5 (S-NPage)
1729289421.820210 new key \033[6;3~: 0x810000010e1a5 (M-NPage[I])
1729289421.820211 new key \033[6;4~: 0x850000010e1a5 (M-S-NPage[I])
1729289421.820212 new key \033[6;5~: 0x20000010e1a5 (C-NPage)
1729289421.820213 new key \033[6;6~: 0x60000010e1a5 (C-S-NPage)
1729289421.820214 new key \033[6;7~: 0x830000010e1a5 (C-M-NPage[I])
1729289421.820215 new key \033[6;8~: 0x870000010e1a5 (C-M-S-NPage[I])
1729289421.820216 new key \033[6;9~: 0x810000010e1a5 (M-NPage[I])
1729289421.820217 new key \033[2;2~: 0x40000010e1a1 (S-IC)
1729289421.820218 new key \033[2;3~: 0x810000010e1a1 (M-IC[I])
1729289421.820219 new key \033[2;4~: 0x850000010e1a1 (M-S-IC[I])
1729289421.820220 new key \033[2;5~: 0x20000010e1a1 (C-IC)
1729289421.820221 new key \033[2;6~: 0x60000010e1a1 (C-S-IC)
1729289421.820222 new key \033[2;7~: 0x830000010e1a1 (C-M-IC[I])
1729289421.820223 new key \033[2;8~: 0x870000010e1a1 (C-M-S-IC[I])
1729289421.820224 new key \033[2;9~: 0x810000010e1a1 (M-IC[I])
1729289421.820225 new key \033[3;2~: 0x40000010e1a2 (S-DC)
1729289421.820227 new key \033[3;3~: 0x810000010e1a2 (M-DC[I])
1729289421.820228 new key \033[3;4~: 0x850000010e1a2 (M-S-DC[I])
1729289421.820229 new key \033[3;5~: 0x20000010e1a2 (C-DC)
1729289421.820230 new key \033[3;6~: 0x60000010e1a2 (C-S-DC)
1729289421.820231 new key \033[3;7~: 0x830000010e1a2 (C-M-DC[I])
1729289421.820232 new key \033[3;8~: 0x870000010e1a2 (C-M-S-DC[I])
1729289421.820233 new key \033[3;9~: 0x810000010e1a2 (M-DC[I])
1729289421.820234 new key \033O[: 0x1b (Escape)
1729289421.820235 new key \033Oo: 0x200000010e1ac (KP/[K])
1729289421.820236 new key \033Oj: 0x200000010e1ad (KP*[K])
1729289421.820237 new key \033Om: 0x200000010e1ae (KP-[K])
1729289421.820238 new key \033Ow: 0x200000010e1af (KP7[K])
1729289421.820239 new key \033Ox: 0x200000010e1b0 (KP8[K])
1729289421.820240 new key \033Oy: 0x200000010e1b1 (KP9[K])
1729289421.820240 new key \033Ok: 0x200000010e1b2 (KP+[K])
1729289421.820241 new key \033Ot: 0x200000010e1b3 (KP4[K])
1729289421.820242 new key \033Ou: 0x200000010e1b4 (KP5[K])
1729289421.820243 new key \033Ov: 0x200000010e1b5 (KP6[K])
1729289421.820244 new key \033Oq: 0x200000010e1b6 (KP1[K])
1729289421.820245 new key \033Or: 0x200000010e1b7 (KP2[K])
1729289421.820246 new key \033Os: 0x200000010e1b8 (KP3[K])
1729289421.820247 new key \033OM: 0x200000010e1b9 (KPEnter[K])
1729289421.820248 new key \033Op: 0x200000010e1ba (KP0[K])
1729289421.820249 new key \033On: 0x200000010e1bb (KP.[K])
1729289421.820250 new key \033OA: 0x400000010e1a8 (Up[C])
1729289421.820251 new key \033OB: 0x400000010e1a9 (Down[C])
1729289421.820251 new key \033OC: 0x400000010e1ab (Right[C])
1729289421.820252 new key \033OD: 0x400000010e1aa (Left[C])
1729289421.820253 new key \033[A: 0x400000010e1a8 (Up[C])
1729289421.820254 new key \033[B: 0x400000010e1a9 (Down[C])
1729289421.820255 new key \033[C: 0x400000010e1ab (Right[C])
1729289421.820256 new key \033[D: 0x400000010e1aa (Left[C])
1729289421.820257 new key \033\033OA: 0x410000010e1a8 (M-Up[C])
1729289421.820258 new key \033\033OB: 0x410000010e1a9 (M-Down[C])
1729289421.820259 new key \033\033OC: 0x410000010e1ab (M-Right[C])
1729289421.820260 new key \033\033OD: 0x410000010e1aa (M-Left[C])
1729289421.820261 new key \033\033[A: 0x410000010e1a8 (M-Up[C])
1729289421.820262 new key \033\033[B: 0x410000010e1a9 (M-Down[C])
1729289421.820263 new key \033\033[C: 0x410000010e1ab (M-Right[C])
1729289421.820264 new key \033\033[D: 0x410000010e1aa (M-Left[C])
1729289421.820265 new key \033OH: 0x10e1a3 (Home)
1729289421.820266 new key \033OF: 0x10e1a4 (End)
1729289421.820267 new key \033\033OH: 0x810000010e1a3 (M-Home[I])
1729289421.820268 new key \033\033OF: 0x810000010e1a4 (M-End[I])
1729289421.820269 new key \033[H: 0x10e1a3 (Home)
1729289421.820270 new key \033[F: 0x10e1a4 (End)
1729289421.820271 new key \033\033[H: 0x810000010e1a3 (M-Home[I])
1729289421.820271 new key \033\033[F: 0x810000010e1a4 (M-End[I])
1729289421.820272 new key \033Oa: 0x20000010e1a8 (C-Up)
1729289421.820274 new key \033Ob: 0x20000010e1a9 (C-Down)
1729289421.820275 new key \033Oc: 0x20000010e1ab (C-Right)
1729289421.820276 new key \033Od: 0x20000010e1aa (C-Left)
1729289421.820277 new key \033[a: 0x40000010e1a8 (S-Up)
1729289421.820278 new key \033[b: 0x40000010e1a9 (S-Down)
1729289421.820279 new key \033[c: 0x40000010e1ab (S-Right)
1729289421.820280 new key \033[d: 0x40000010e1aa (S-Left)
1729289421.820281 new key \033[11~: 0x10e195 (F1)
1729289421.820282 new key \033[12~: 0x10e196 (F2)
1729289421.820283 new key \033[13~: 0x10e197 (F3)
1729289421.820284 new key \033[14~: 0x10e198 (F4)
1729289421.820284 new key \033[15~: 0x10e199 (F5)
1729289421.820285 new key \033[17~: 0x10e19a (F6)
1729289421.820286 new key \033[18~: 0x10e19b (F7)
1729289421.820287 new key \033[19~: 0x10e19c (F8)
1729289421.820288 new key \033[20~: 0x10e19d (F9)
1729289421.820289 new key \033[21~: 0x10e19e (F10)
1729289421.820290 new key \033[23~: 0x40000010e195 (S-F1)
1729289421.820290 new key \033[24~: 0x40000010e196 (S-F2)
1729289421.820291 new key \033[25~: 0x40000010e197 (S-F3)
1729289421.820292 new key \033[26~: 0x40000010e198 (S-F4)
1729289421.820293 new key \033[28~: 0x40000010e199 (S-F5)
1729289421.820294 new key \033[29~: 0x40000010e19a (S-F6)
1729289421.820295 new key \033[31~: 0x40000010e19b (S-F7)
1729289421.820296 new key \033[32~: 0x40000010e19c (S-F8)
1729289421.820297 new key \033[33~: 0x40000010e19d (S-F9)
1729289421.820298 new key \033[34~: 0x40000010e19e (S-F10)
1729289421.820299 new key \033[23$: 0x40000010e19f (S-F11)
1729289421.820300 new key \033[24$: 0x40000010e1a0 (S-F12)
1729289421.820301 new key \033[11^: 0x20000010e195 (C-F1)
1729289421.820302 new key \033[12^: 0x20000010e196 (C-F2)
1729289421.820303 new key \033[13^: 0x20000010e197 (C-F3)
1729289421.820304 new key \033[14^: 0x20000010e198 (C-F4)
1729289421.820305 new key \033[15^: 0x20000010e199 (C-F5)
1729289421.820305 new key \033[17^: 0x20000010e19a (C-F6)
1729289421.820306 new key \033[18^: 0x20000010e19b (C-F7)
1729289421.820307 new key \033[19^: 0x20000010e19c (C-F8)
1729289421.820308 new key \033[20^: 0x20000010e19d (C-F9)
1729289421.820309 new key \033[21^: 0x20000010e19e (C-F10)
1729289421.820310 new key \033[23^: 0x20000010e19f (C-F11)
1729289421.820311 new key \033[24^: 0x20000010e1a0 (C-F12)
1729289421.820312 new key \033[11@: 0x60000010e195 (C-S-F1)
1729289421.820313 new key \033[12@: 0x60000010e196 (C-S-F2)
1729289421.820314 new key \033[13@: 0x60000010e197 (C-S-F3)
1729289421.820315 new key \033[14@: 0x60000010e198 (C-S-F4)
1729289421.820316 new key \033[15@: 0x60000010e199 (C-S-F5)
1729289421.820317 new key \033[17@: 0x60000010e19a (C-S-F6)
1729289421.820318 new key \033[18@: 0x60000010e19b (C-S-F7)
1729289421.820318 new key \033[19@: 0x60000010e19c (C-S-F8)
1729289421.820319 new key \033[20@: 0x60000010e19d (C-S-F9)
1729289421.820320 new key \033[21@: 0x60000010e19e (C-S-F10)
1729289421.820321 new key \033[23@: 0x60000010e19f (C-S-F11)
1729289421.820322 new key \033[24@: 0x60000010e1a0 (C-S-F12)
1729289421.820323 new key \033[I: 0x10e000 (FocusIn)
1729289421.820324 new key \033[O: 0x10e001 (FocusOut)
1729289421.820325 new key \033[200~: 0x10e003 (PasteStart)
1729289421.820326 new key \033[201~: 0x10e004 (PasteEnd)
1729289421.820327 new key \033[1;5Z: 0x600000000009 (C-S-Tab)
1729289421.820328 new key \033OP: 0x10e195 (F1)
1729289421.820329 new key \033OQ: 0x10e196 (F2)
1729289421.820330 new key \033OR: 0x10e197 (F3)
1729289421.820331 new key \033OS: 0x10e198 (F4)
1729289421.820332 replacing key \033[15~: 0x10e199 (F5)
1729289421.820333 replacing key \033[17~: 0x10e19a (F6)
1729289421.820333 replacing key \033[18~: 0x10e19b (F7)
1729289421.820334 replacing key \033[19~: 0x10e19c (F8)
1729289421.820335 replacing key \033[20~: 0x10e19d (F9)
1729289421.820336 replacing key \033[21~: 0x10e19e (F10)
1729289421.820337 replacing key \033[23~: 0x10e19f (F11)
1729289421.820338 replacing key \033[24~: 0x10e1a0 (F12)
1729289421.820339 replacing key \033[1;2P: 0x40000010e195 (S-F1)
1729289421.820340 replacing key \033[1;2Q: 0x40000010e196 (S-F2)
1729289421.820342 new key \033[13;2~: 0x40000010e197 (S-F3)
1729289421.820343 replacing key \033[1;2S: 0x40000010e198 (S-F4)
1729289421.820344 replacing key \033[15;2~: 0x40000010e199 (S-F5)
1729289421.820344 replacing key \033[17;2~: 0x40000010e19a (S-F6)
1729289421.820345 replacing key \033[18;2~: 0x40000010e19b (S-F7)
1729289421.820346 replacing key \033[19;2~: 0x40000010e19c (S-F8)
1729289421.820347 replacing key \033[20;2~: 0x40000010e19d (S-F9)
1729289421.820348 replacing key \033[21;2~: 0x40000010e19e (S-F10)
1729289421.820349 replacing key \033[23;2~: 0x40000010e19f (S-F11)
1729289421.820350 replacing key \033[24;2~: 0x40000010e1a0 (S-F12)
1729289421.820351 replacing key \033[1;5P: 0x20000010e195 (C-F1)
1729289421.820352 replacing key \033[1;5Q: 0x20000010e196 (C-F2)
1729289421.820353 new key \033[13;5~: 0x20000010e197 (C-F3)
1729289421.820354 replacing key \033[1;5S: 0x20000010e198 (C-F4)
1729289421.820354 replacing key \033[15;5~: 0x20000010e199 (C-F5)
1729289421.820355 replacing key \033[17;5~: 0x20000010e19a (C-F6)
1729289421.820356 replacing key \033[18;5~: 0x20000010e19b (C-F7)
1729289421.820357 replacing key \033[19;5~: 0x20000010e19c (C-F8)
1729289421.820358 replacing key \033[20;5~: 0x20000010e19d (C-F9)
1729289421.820359 replacing key \033[21;5~: 0x20000010e19e (C-F10)
1729289421.820359 replacing key \033[23;5~: 0x20000010e19f (C-F11)
1729289421.820360 replacing key \033[24;5~: 0x20000010e1a0 (C-F12)
1729289421.820361 replacing key \033[1;6P: 0x60000010e195 (C-S-F1)
1729289421.820362 replacing key \033[1;6Q: 0x60000010e196 (C-S-F2)
1729289421.820363 new key \033[13;6~: 0x60000010e197 (C-S-F3)
1729289421.820364 replacing key \033[1;6S: 0x60000010e198 (C-S-F4)
1729289421.820365 replacing key \033[15;6~: 0x60000010e199 (C-S-F5)
1729289421.820366 replacing key \033[17;6~: 0x60000010e19a (C-S-F6)
1729289421.820367 replacing key \033[18;6~: 0x60000010e19b (C-S-F7)
1729289421.820368 replacing key \033[19;6~: 0x60000010e19c (C-S-F8)
1729289421.820369 replacing key \033[20;6~: 0x60000010e19d (C-S-F9)
1729289421.820369 replacing key \033[21;6~: 0x60000010e19e (C-S-F10)
1729289421.820370 replacing key \033[23;6~: 0x60000010e19f (C-S-F11)
1729289421.820371 replacing key \033[24;6~: 0x60000010e1a0 (C-S-F12)
1729289421.820372 replacing key \033[1;3P: 0x810000010e195 (M-F1[I])
1729289421.820373 replacing key \033[1;3Q: 0x810000010e196 (M-F2[I])
1729289421.820374 new key \033[13;3~: 0x810000010e197 (M-F3[I])
1729289421.820375 replacing key \033[1;3S: 0x810000010e198 (M-F4[I])
1729289421.820376 replacing key \033[15;3~: 0x810000010e199 (M-F5[I])
1729289421.820377 replacing key \033[17;3~: 0x810000010e19a (M-F6[I])
1729289421.820378 replacing key \033[18;3~: 0x810000010e19b (M-F7[I])
1729289421.820379 replacing key \033[19;3~: 0x810000010e19c (M-F8[I])
1729289421.820380 replacing key \033[20;3~: 0x810000010e19d (M-F9[I])
1729289421.820381 replacing key \033[21;3~: 0x810000010e19e (M-F10[I])
1729289421.820382 replacing key \033[23;3~: 0x810000010e19f (M-F11[I])
1729289421.820383 replacing key \033[24;3~: 0x810000010e1a0 (M-F12[I])
1729289421.820384 replacing key \033[1;4P: 0x850000010e195 (M-S-F1[I])
1729289421.820385 replacing key \033[1;4Q: 0x850000010e196 (M-S-F2[I])
1729289421.820385 new key \033[13;4~: 0x850000010e197 (M-S-F3[I])
1729289421.820386 new key \033[2~: 0x10e1a1 (IC)
1729289421.820387 new key \033[3~: 0x10e1a2 (DC)
1729289421.820388 replacing key \033OH: 0x10e1a3 (Home)
1729289421.820389 replacing key \033OF: 0x10e1a4 (End)
1729289421.820390 new key \033[6~: 0x10e1a5 (NPage)
1729289421.820391 new key \033[5~: 0x10e1a6 (PPage)
1729289421.820392 new key \033[Z: 0x10e1a7 (BTab)
1729289421.820393 replacing key \033OA: 0x400000010e1a8 (Up[C])
1729289421.820394 replacing key \033OB: 0x400000010e1a9 (Down[C])
1729289421.820395 replacing key \033OD: 0x400000010e1aa (Left[C])
1729289421.820396 replacing key \033OC: 0x400000010e1ab (Right[C])
1729289421.820397 replacing key \033[3;2~: 0x40000010e1a2 (S-DC)
1729289421.820398 replacing key \033[3;3~: 0x810000010e1a2 (M-DC[I])
1729289421.820399 replacing key \033[3;4~: 0x850000010e1a2 (M-S-DC[I])
1729289421.820401 replacing key \033[3;5~: 0x20000010e1a2 (C-DC)
1729289421.820402 replacing key \033[3;6~: 0x60000010e1a2 (C-S-DC)
1729289421.820403 replacing key \033[3;7~: 0x830000010e1a2 (C-M-DC[I])
1729289421.820404 replacing key \033[1;2B: 0x40000010e1a9 (S-Down)
1729289421.820405 replacing key \033[1;2B: 0x40000010e1a9 (S-Down)
1729289421.820406 replacing key \033[1;3B: 0x810000010e1a9 (M-Down[I])
1729289421.820407 replacing key \033[1;4B: 0x850000010e1a9 (M-S-Down[I])
1729289421.820408 replacing key \033[1;5B: 0x20000010e1a9 (C-Down)
1729289421.820409 replacing key \033[1;6B: 0x60000010e1a9 (C-S-Down)
1729289421.820410 replacing key \033[1;7B: 0x830000010e1a9 (C-M-Down[I])
1729289421.820411 replacing key \033[1;2F: 0x40000010e1a4 (S-End)
1729289421.820412 replacing key \033[1;3F: 0x810000010e1a4 (M-End[I])
1729289421.820413 replacing key \033[1;4F: 0x850000010e1a4 (M-S-End[I])
1729289421.820414 replacing key \033[1;5F: 0x20000010e1a4 (C-End)
1729289421.820415 replacing key \033[1;6F: 0x60000010e1a4 (C-S-End)
1729289421.820416 replacing key \033[1;7F: 0x830000010e1a4 (C-M-End[I])
1729289421.820417 replacing key \033[1;2H: 0x40000010e1a3 (S-Home)
1729289421.820418 replacing key \033[1;3H: 0x810000010e1a3 (M-Home[I])
1729289421.820419 replacing key \033[1;4H: 0x850000010e1a3 (M-S-Home[I])
1729289421.820420 replacing key \033[1;5H: 0x20000010e1a3 (C-Home)
1729289421.820421 replacing key \033[1;6H: 0x60000010e1a3 (C-S-Home)
1729289421.820422 replacing key \033[1;7H: 0x830000010e1a3 (C-M-Home[I])
1729289421.820423 replacing key \033[2;2~: 0x40000010e1a1 (S-IC)
1729289421.820424 replacing key \033[2;3~: 0x810000010e1a1 (M-IC[I])
1729289421.820425 replacing key \033[2;4~: 0x850000010e1a1 (M-S-IC[I])
1729289421.820426 replacing key \033[2;5~: 0x20000010e1a1 (C-IC)
1729289421.820427 replacing key \033[2;6~: 0x60000010e1a1 (C-S-IC)
1729289421.820428 replacing key \033[2;7~: 0x830000010e1a1 (C-M-IC[I])
1729289421.820429 replacing key \033[1;2D: 0x40000010e1aa (S-Left)
1729289421.820430 replacing key \033[1;3D: 0x810000010e1aa (M-Left[I])
1729289421.820431 replacing key \033[1;4D: 0x850000010e1aa (M-S-Left[I])
1729289421.820431 replacing key \033[1;5D: 0x20000010e1aa (C-Left)
1729289421.820432 replacing key \033[1;6D: 0x60000010e1aa (C-S-Left)
1729289421.820433 replacing key \033[1;7D: 0x830000010e1aa (C-M-Left[I])
1729289421.820434 replacing key \033[6;2~: 0x40000010e1a5 (S-NPage)
1729289421.820435 replacing key \033[6;3~: 0x810000010e1a5 (M-NPage[I])
1729289421.820436 replacing key \033[6;4~: 0x850000010e1a5 (M-S-NPage[I])
1729289421.820437 replacing key \033[6;5~: 0x20000010e1a5 (C-NPage)
1729289421.820438 replacing key \033[6;6~: 0x60000010e1a5 (C-S-NPage)
1729289421.820439 replacing key \033[6;7~: 0x830000010e1a5 (C-M-NPage[I])
1729289421.820440 replacing key \033[5;2~: 0x40000010e1a6 (S-PPage)
1729289421.820441 replacing key \033[5;3~: 0x810000010e1a6 (M-PPage[I])
1729289421.820442 replacing key \033[5;4~: 0x850000010e1a6 (M-S-PPage[I])
1729289421.820443 replacing key \033[5;5~: 0x20000010e1a6 (C-PPage)
1729289421.820444 replacing key \033[5;6~: 0x60000010e1a6 (C-S-PPage)
1729289421.820445 replacing key \033[5;7~: 0x830000010e1a6 (C-M-PPage[I])
1729289421.820446 replacing key \033[1;2C: 0x40000010e1ab (S-Right)
1729289421.820447 replacing key \033[1;3C: 0x810000010e1ab (M-Right[I])
1729289421.820448 replacing key \033[1;4C: 0x850000010e1ab (M-S-Right[I])
1729289421.820449 replacing key \033[1;5C: 0x20000010e1ab (C-Right)
1729289421.820450 replacing key \033[1;6C: 0x60000010e1ab (C-S-Right)
1729289421.820451 replacing key \033[1;7C: 0x830000010e1ab (C-M-Right[I])
1729289421.820452 replacing key \033[1;2A: 0x40000010e1a8 (S-Up)
1729289421.820452 replacing key \033[1;2A: 0x40000010e1a8 (S-Up)
1729289421.820454 replacing key \033[1;3A: 0x810000010e1a8 (M-Up[I])
1729289421.820455 replacing key \033[1;4A: 0x850000010e1a8 (M-S-Up[I])
1729289421.820455 replacing key \033[1;5A: 0x20000010e1a8 (C-Up)
1729289421.820456 replacing key \033[1;6A: 0x60000010e1a8 (C-S-Up)
1729289421.820457 replacing key \033[1;7A: 0x830000010e1a8 (C-M-Up[I])
1729289421.820496 new session 0 $0
1729289421.820498 session $0 0 activity 1729289421.820497 (last 0.000000)
1729289421.820499 spawn_window: [new-session/0x57762ddeb190], flags=0
1729289421.820500 spawn_window: s=$0 wl=none wp0=none idx=-1
1729289421.820501 spawn_window: name=none
1729289421.820507 clients_calculate_size: after /dev/pts/0 (93x23), size is 93x23
1729289421.820508 clients_calculate_size: calculated size 93x23
1729289421.820509 clients_calculate_size: calculated size 93x23
1729289421.820509 clients_calculate_size: type is latest
1729289421.820510 default_window_size: resulting size is 93x23
1729289421.820513 @0 alerts timer reset 0
1729289421.820513 @0 alerts flags added 0x2
1729289421.820515 window_create: @0 create 93x23 (10x20)
1729289421.820516 window_add_ref: @0 winlink_set_window, now 1
1729289421.820517 spawn_pane: [new-session/0x57762ddeb190], flags=0x10
1729289421.820518 spawn_pane: s=$0 wl=0 wp0=none idx=-1
1729289421.820519 spawn_pane: name=none
1729289421.820523 window_add_pane: @0 at start
1729289421.820561 spawn_pane: shell=/usr/bin/zsh
1729289421.820562 spawn_pane: cwd=/home/bro_grammer/.config/hypr
1729289421.820563 spawn_pane: environment CLUTTER_BACKEND=wayland
1729289421.820564 spawn_pane: environment COLORTERM=truecolor
1729289421.820565 spawn_pane: environment DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus
1729289421.820566 spawn_pane: environment DESKTOP_SESSION=hyprland
1729289421.820567 spawn_pane: environment DISPLAY=:1
1729289421.820567 spawn_pane: environment ELECTRON_OZONE_PLATFORM_HINT=auto
1729289421.820568 spawn_pane: environment GDK_BACKEND=wayland,x11
1729289421.820569 spawn_pane: environment HOME=/home/bro_grammer
1729289421.820570 spawn_pane: environment HYPRLAND_CMD=Hyprland
1729289421.820571 spawn_pane: environment HYPRLAND_INSTANCE_SIGNATURE=918d8340afd652b011b937d29d5eea0be08467f5_1729287437_1502266679
1729289421.820572 spawn_pane: environment KITTY_INSTALLATION_DIR=/usr/lib/kitty
1729289421.820572 spawn_pane: environment KITTY_PID=11624
1729289421.820573 spawn_pane: environment KITTY_PUBLIC_KEY=1:`HK;R8mX>4(x>YcbY1!t^-dZT-tUH>sj*39Ed*5&
1729289421.820574 spawn_pane: environment KITTY_WINDOW_ID=1
1729289421.820575 spawn_pane: environment LANG=en_IN
1729289421.820575 spawn_pane: environment LC_ADDRESS=en_IN
1729289421.820576 spawn_pane: environment LC_IDENTIFICATION=en_IN
1729289421.820577 spawn_pane: environment LC_MEASUREMENT=en_IN
1729289421.820578 spawn_pane: environment LC_MONETARY=en_IN
1729289421.820578 spawn_pane: environment LC_NAME=en_IN
1729289421.820579 spawn_pane: environment LC_NUMERIC=en_IN
1729289421.820580 spawn_pane: environment LC_PAPER=en_IN
1729289421.820580 spawn_pane: environment LC_TELEPHONE=en_IN
1729289421.820581 spawn_pane: environment LC_TIME=en_IN
1729289421.820582 spawn_pane: environment LESS=-R
1729289421.820583 spawn_pane: environment LIBVA_DRIVER_NAME=nvidia
1729289421.820583 spawn_pane: environment LOGNAME=bro_grammer
1729289421.820584 spawn_pane: environment LSCOLORS=Gxfxcxdxbxegedabagacad
1729289421.820596 spawn_pane: environment LS_COLORS=rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=00:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.tar=01;31:*.tgz=01;31:*.arc=01;31:*.arj=01;31:*.taz=01;31:*.lha=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.tlz=01;31:*.txz=01;31:*.tzo=01;31:*.t7z=01;31:*.zip=01;31:*.z=01;31:*.dz=01;31:*.gz=01;31:*.lrz=01;31:*.lz=01;31:*.lzo=01;31:*.xz=01;31:*.zst=01;31:*.tzst=01;31:*.bz2=01;31:*.bz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tz=01;31:*.deb=01;31:*.rpm=01;31:*.jar=01;31:*.war=01;31:*.ear=01;31:*.sar=01;31:*.rar=01;31:*.alz=01;31:*.ace=01;31:*.zoo=01;31:*.cpio=01;31:*.7z=01;31:*.rz=01;31:*.cab=01;31:*.wim=01;31:*.swm=01;31:*.dwm=01;31:*.esd=01;31:*.avif=01;35:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.webp=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:*~=00;90:*#=00;90:*.bak=00;90:*.crdownload=00;90:*.dpkg-dist=00;90:*.dpkg-new=00;90:*.dpkg-old=00;90:*.dpkg-tmp=00;90:*.old=00;90:*.orig=00;90:*.part=00;90:*.rej=00;90:*.rpmnew=00;90:*.rpmorig=00;90:*.rpmsave=00;90:*.swp=00;90:*.tmp=00;90:*.ucf-dist=00;90:*.ucf-new=00;90:*.ucf-old=00;90:
